EURCAD,L
EURNZD,S
EURUSD,L
EURJPY,L
USDCHF,S
USDCAD,S
USDJPY,S
GBPUSD,L
GBPJPY,L
NZDJPY,L
NZDUSD,L
AUDJPY,L
AUDUSD,L
CADJPY,L
CHFJPY,L
