EURAUD,L
EURUSD,L
EURJPY,L
USDJPY,L
GBPAUD,L
GBPJPY,L
NZDJPY,L
NZDUSD,L
AUDJPY,L
AUDCHF,S
CADJPY,L
CHFJPY,L
