EURAUD,L
EURGBP,L
EURNZD,L
EURUSD,S
EURJPY,S
USDCHF,L
GBPUSD,S
GBPJPY,S
NZDJPY,S
NZDUSD,S
AUDJPY,S
AUDUSD,S
CADJPY,S
CHFJPY,S
