XAUUSD, L
EURCAD,S
EURGBP,L
EURUSD,S
EURJPY,S
GBPUSD,L
GBPJPY,S
NZDJPY,S
NZDCAD,S
NZDUSD,S
AUDJPY,S
AUDCAD,S
AUDNZD,L
CADCHF,L
CHFJPY,S
